,0,1,text_no_punct,text_tokenized,text_no_sw,text_lem
5081,ham,"Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..
ham	Yeah, give me a call if you've got a minute
ham	HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS  FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IL CALL U""","keep ur problems in ur heart bcoz nobody will fight for u only u amp u have to fight for ur self amp win the battle vivekanand g 9t sd
ham	yeah give me a call if youve got a minute
ham	hi babe uawakefeellikw shitjustfound out via aletter thatmum gotmarried 4thnovbehind ourbacks  fuckinniceselfishdeviousbitchanywayil call u","['keep', 'ur', 'problems', 'in', 'ur', 'heart', 'bcoz', 'nobody', 'will', 'fight', 'for', 'u', 'only', 'u', 'amp', 'u', 'have', 'to', 'fight', 'for', 'ur', 'self', 'amp', 'win', 'the', 'battle', 'vivekanand', 'g', '9t', 'sd\nham\tyeah', 'give', 'me', 'a', 'call', 'if', 'youve', 'got', 'a', 'minute\nham\thi', 'babe', 'uawakefeellikw', 'shitjustfound', 'out', 'via', 'aletter', 'thatmum', 'gotmarried', '4thnovbehind', 'ourbacks', '\x96', 'fuckinniceselfishdeviousbitchanywayi\x92l', 'call', 'u']","['ur', 'problems', 'ur', 'heart', 'bcoz', 'fight', 'u', 'u', 'amp', 'u', 'fight', 'ur', 'self', 'amp', 'win', 'battle', 'vivekanand', 'g', '9t', 'sd\nham\tyeah', 'youve', 'got', 'minute\nham\thi', 'babe', 'uawakefeellikw', 'shitjustfound', 'aletter', 'thatmum', 'gotmarried', '4thnovbehind', 'ourbacks', '\x96', 'fuckinniceselfishdeviousbitchanywayi\x92l', 'u']","['ur', 'problem', 'ur', 'heart', 'bcoz', 'fight', 'u', 'u', 'amp', 'u', 'fight', 'ur', 'self', 'amp', 'win', 'battle', 'vivekanand', 'g', '9', 't', 'you', 've', 'get', 'babe', 'uawakefeellikw', 'shitjustfound', 'aletter', 'thatmum', 'gotmarried', 'ourback', 'u']"
5082,ham,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),amazing  if you rearrange these letters it gives the same meaning dormitory  dirty room astronomer  moon starer the eyes  they see election results  lies lets recount motherinlaw  woman hitler eleven plus two twelve plus one its amazing ,"['amazing', '', 'if', 'you', 'rearrange', 'these', 'letters', 'it', 'gives', 'the', 'same', 'meaning', 'dormitory', '', 'dirty', 'room', 'astronomer', '', 'moon', 'starer', 'the', 'eyes', '', 'they', 'see', 'election', 'results', '', 'lies', 'lets', 'recount', 'motherinlaw', '', 'woman', 'hitler', 'eleven', 'plus', 'two', 'twelve', 'plus', 'one', 'its', 'amazing', '']","['amazing', '', 'rearrange', 'letters', 'gives', 'meaning', 'dormitory', '', 'dirty', 'room', 'astronomer', '', 'moon', 'starer', 'eyes', '', 'election', 'results', '', 'lies', 'lets', 'recount', 'motherinlaw', '', 'woman', 'hitler', 'plus', 'plus', 'amazing', '']","['amazing', 'rearrange', 'letter', 'give', 'mean', 'dormitory', 'dirty', 'room', 'astronomer', 'moon', 'starer', 'eye', 'election', 'result', 'lie', 'let', 'recount', 'motherinlaw', 'woman', 'hitler', 'plus', 'plus', 'amazing']"
5083,ham,Aiya we discuss later lar... Pick ü up at 4 is it?,aiya we discuss later lar pick ü up at 4 is it,"['aiya', 'we', 'discuss', 'later', 'lar', 'pick', 'ü', 'up', 'at', '4', 'is', 'it']","['aiya', 'discuss', 'later', 'lar', 'pick', 'ü', '4']","['aiya', 'discuss', 'later', 'lar', 'pick', 'ü', '4']"
5084,ham,Hey happy birthday...,hey happy birthday,"['hey', 'happy', 'birthday']","['hey', 'happy', 'birthday']","['hey', 'happy', 'birthday']"
5085,ham,Sorry i missed your call. Can you please call back.,sorry i missed your call can you please call back,"['sorry', 'i', 'missed', 'your', 'call', 'can', 'you', 'please', 'call', 'back']","['sorry', 'missed']","['sorry', 'miss']"
5086,ham,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,omg if its not one thing its another my cat has worms  when does this bad day end,"['omg', 'if', 'its', 'not', 'one', 'thing', 'its', 'another', 'my', 'cat', 'has', 'worms', '', 'when', 'does', 'this', 'bad', 'day', 'end']","['omg', 'thing', 'cat', 'worms', '', 'bad', 'day', 'end']","['omg', 'thing', 'cat', 'worm', 'bad', 'day', 'end']"
5087,ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",good morning im suffering from fever and dysentry will not be able to come to office today,"['good', 'morning', 'im', 'suffering', 'from', 'fever', 'and', 'dysentry', 'will', 'not', 'be', 'able', 'to', 'come', 'to', 'office', 'today']","['good', 'morning', 'im', 'suffering', 'fever', 'dysentry', 'able', 'come', 'office', 'today']","['good', 'morning', 'I', 'm', 'suffer', 'fever', 'dysentry', 'able', 'come', 'office', 'today']"
5088,ham,I wont do anything de.,i wont do anything de,"['i', 'wont', 'do', 'anything', 'de']","['wont', 'de']","['will', 'not', 'de']"
5089,ham,What type of stuff do you sing?,what type of stuff do you sing,"['what', 'type', 'of', 'stuff', 'do', 'you', 'sing']","['type', 'stuff', 'sing']","['type', 'stuff', 'sing']"
5090,ham,"St andre, virgil's cream",st andre virgils cream,"['st', 'andre', 'virgils', 'cream']","['st', 'andre', 'virgils', 'cream']","['st', 'andre', 'virgil', 'cream']"
5091,ham,No no. I will check all rooms befor activities,no no i will check all rooms befor activities,"['no', 'no', 'i', 'will', 'check', 'all', 'rooms', 'befor', 'activities']","['check', 'rooms', 'befor', 'activities']","['check', 'room', 'befor', 'activity']"
5092,ham,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",my fri ah okie lorgoin 4 my drivin den go shoppin after tt,"['my', 'fri', 'ah', 'okie', 'lorgoin', '4', 'my', 'drivin', 'den', 'go', 'shoppin', 'after', 'tt']","['fri', 'ah', 'okie', 'lorgoin', '4', 'drivin', 'den', 'shoppin', 'tt']","['fri', 'ah', 'okie', 'lorgoin', '4', 'drivin', 'den', 'shoppin', 'tt']"
5093,ham,Gokila is talking with you aha:),gokila is talking with you aha,"['gokila', 'is', 'talking', 'with', 'you', 'aha']","['gokila', 'talking', 'aha']","['gokila', 'talk', 'aha']"
5094,ham,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",hi shanilrakhesh herethanksi have exchanged the uncut diamond stuffleaving back excellent service by dino and prem,"['hi', 'shanilrakhesh', 'herethanksi', 'have', 'exchanged', 'the', 'uncut', 'diamond', 'stuffleaving', 'back', 'excellent', 'service', 'by', 'dino', 'and', 'prem']","['hi', 'shanilrakhesh', 'herethanksi', 'exchanged', 'uncut', 'diamond', 'stuffleaving', 'excellent', 'service', 'dino', 'prem']","['hi', 'shanilrakhesh', 'herethanksi', 'exchange', 'uncut', 'diamond', 'stuffleaving', 'excellent', 'service', 'dino', 'prem']"
5095,ham,K.k.this month kotees birthday know?,kkthis month kotees birthday know,"['kkthis', 'month', 'kotees', 'birthday', 'know']","['kkthis', 'month', 'kotees', 'birthday', 'know']","['kkthis', 'month', 'kotee', 'birthday', 'know']"
5096,ham,But i'm really really broke oh. No amount is too small even  &lt;#&gt; ,but im really really broke oh no amount is too small even  ltgt ,"['but', 'im', 'really', 'really', 'broke', 'oh', 'no', 'amount', 'is', 'too', 'small', 'even', '', 'ltgt', '']","['im', 'broke', 'oh', 'small', '', 'ltgt', '']","['I', 'm', 'broke', 'oh', 'small', 'ltgt']"
5097,ham,Sorry about that this is my mates phone and i didnt write it love Kate,sorry about that this is my mates phone and i didnt write it love kate,"['sorry', 'about', 'that', 'this', 'is', 'my', 'mates', 'phone', 'and', 'i', 'didnt', 'write', 'it', 'love', 'kate']","['sorry', 'mates', 'phone', 'didnt', 'write', 'love', 'kate']","['sorry', 'mate', 'phone', 'do', 'not', 'write', 'love', 'kate']"
5098,spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",themobhit the link to get a premium pink panther game the new no 1 from sugababes a crazy zebra animation or a badass hoody wallpaperall 4 free,"['themobhit', 'the', 'link', 'to', 'get', 'a', 'premium', 'pink', 'panther', 'game', 'the', 'new', 'no', '1', 'from', 'sugababes', 'a', 'crazy', 'zebra', 'animation', 'or', 'a', 'badass', 'hoody', 'wallpaperall', '4', 'free']","['themobhit', 'link', 'premium', 'pink', 'panther', 'game', 'new', '1', 'sugababes', 'crazy', 'zebra', 'animation', 'badass', 'hoody', 'wallpaperall', '4', 'free']","['themobhit', 'link', 'premium', 'pink', 'panther', 'game', 'new', '1', 'sugababe', 'crazy', 'zebra', 'animation', 'badass', 'hoody', 'wallpaperall', '4', 'free']"
5099,ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",ah well that confuses things doesnt it i thought was friends with now maybe i did the wrong thing but i already sort of invited tho he may not come cos of money,"['ah', 'well', 'that', 'confuses', 'things', 'doesnt', 'it', 'i', 'thought', 'was', 'friends', 'with', 'now', 'maybe', 'i', 'did', 'the', 'wrong', 'thing', 'but', 'i', 'already', 'sort', 'of', 'invited', 'tho', 'he', 'may', 'not', 'come', 'cos', 'of', 'money']","['ah', 'confuses', 'things', 'doesnt', 'thought', 'friends', 'maybe', 'wrong', 'thing', 'sort', 'invited', 'tho', 'come', 'cos', 'money']","['ah', 'confuse', 'thing', 'do', 'not', 'thought', 'friend', 'maybe', 'wrong', 'thing', 'sort', 'invite', 'tho', 'come', 'money']"
5100,ham,"Aight, call me once you're close",aight call me once youre close,"['aight', 'call', 'me', 'once', 'youre', 'close']","['aight', 'youre', 'close']","['aight', 'you', 're', 'close']"
5101,ham,Nope thats fine. I might have a nap tho! ,nope thats fine i might have a nap tho ,"['nope', 'thats', 'fine', 'i', 'might', 'have', 'a', 'nap', 'tho', '']","['nope', 'thats', 'fine', 'nap', 'tho', '']","['nope', 'that', 's', 'fine', 'nap', 'tho']"
5102,spam,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,this msg is for your mobile content order it has been resent as previous attempt failed due to network error queries to customersqueriesnetvisionukcom,"['this', 'msg', 'is', 'for', 'your', 'mobile', 'content', 'order', 'it', 'has', 'been', 'resent', 'as', 'previous', 'attempt', 'failed', 'due', 'to', 'network', 'error', 'queries', 'to', 'customersqueriesnetvisionukcom']","['msg', 'mobile', 'content', 'order', 'resent', 'previous', 'attempt', 'failed', 'network', 'error', 'queries', 'customersqueriesnetvisionukcom']","['msg', 'mobile', 'content', 'order', 'resent', 'previous', 'attempt', 'fail', 'network', 'error', 'query', 'customersqueriesnetvisionukcom']"
5103,ham,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,in other news after hassling me to get him weed for a week andres has no money haughaighgtujhyguj,"['in', 'other', 'news', 'after', 'hassling', 'me', 'to', 'get', 'him', 'weed', 'for', 'a', 'week', 'andres', 'has', 'no', 'money', 'haughaighgtujhyguj']","['news', 'hassling', 'weed', 'week', 'andres', 'money', 'haughaighgtujhyguj']","['news', 'hassle', 'weed', 'week', 'andre', 'money', 'haughaighgtujhyguj']"
5104,ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8",a boy loved a gal he propsd bt she didnt mind he gv lv lttrs bt her frnds threw thm again d boy decided 2 aproach d gal  dt time a truck was speeding towards d gal wn it was about 2 hit d girld boy ran like hell n saved her she asked hw cn u run so fast d boy replied boost is d secret of my energy n instantly d girl shouted our energy n thy lived happily 2gthr drinking boost evrydy moral of d story i hv free msgsd gud ni8,"['a', 'boy', 'loved', 'a', 'gal', 'he', 'propsd', 'bt', 'she', 'didnt', 'mind', 'he', 'gv', 'lv', 'lttrs', 'bt', 'her', 'frnds', 'threw', 'thm', 'again', 'd', 'boy', 'decided', '2', 'aproach', 'd', 'gal', '', 'dt', 'time', 'a', 'truck', 'was', 'speeding', 'towards', 'd', 'gal', 'wn', 'it', 'was', 'about', '2', 'hit', 'd', 'girld', 'boy', 'ran', 'like', 'hell', 'n', 'saved', 'her', 'she', 'asked', 'hw', 'cn', 'u', 'run', 'so', 'fast', 'd', 'boy', 'replied', 'boost', 'is', 'd', 'secret', 'of', 'my', 'energy', 'n', 'instantly', 'd', 'girl', 'shouted', 'our', 'energy', 'n', 'thy', 'lived', 'happily', '2gthr', 'drinking', 'boost', 'evrydy', 'moral', 'of', 'd', 'story', 'i', 'hv', 'free', 'msgsd', 'gud', 'ni8']","['boy', 'loved', 'gal', 'propsd', 'bt', 'didnt', 'mind', 'gv', 'lv', 'lttrs', 'bt', 'frnds', 'threw', 'thm', 'd', 'boy', 'decided', '2', 'aproach', 'd', 'gal', '', 'dt', 'time', 'truck', 'speeding', 'd', 'gal', 'wn', '2', 'hit', 'd', 'girld', 'boy', 'ran', 'like', 'hell', 'n', 'saved', 'asked', 'hw', 'cn', 'u', 'run', 'fast', 'd', 'boy', 'replied', 'boost', 'd', 'secret', 'energy', 'n', 'instantly', 'd', 'girl', 'shouted', 'energy', 'n', 'thy', 'lived', 'happily', '2gthr', 'drinking', 'boost', 'evrydy', 'moral', 'd', 'story', 'hv', 'free', 'msgsd', 'gud', 'ni8']","['boy', 'love', 'gal', 'propsd', 'bt', 'do', 'not', 'mind', 'gv', 'lv', 'lttrs', 'bt', 'frnd', 'throw', 'thm', 'would', 'boy', 'decide', '2', 'aproach', 'would', 'gal', 'dt', 'time', 'truck', 'speeding', 'would', 'gal', 'wn', '2', 'hit', 'would', 'girld', 'boy', 'run', 'like', 'hell', 'n', 'save', 'ask', 'hw', 'cn', 'u', 'run', 'fast', 'would', 'boy', 'reply', 'boost', 'would', 'secret', 'energy', 'n', 'instantly', 'would', 'girl', 'shout', 'energy', 'n', 'thy', 'live', 'happily', 'drinking', 'boost', 'evrydy', 'moral', 'would', 'story', 'hv', 'free', 'msgsd', 'gud']"
5105,ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,i wnt to buy a bmw car urgentlyits vry urgentbut hv a shortage of  ltgt lacsthere is no source to arng dis amt ltgt lacsthats my prob,"['i', 'wnt', 'to', 'buy', 'a', 'bmw', 'car', 'urgentlyits', 'vry', 'urgentbut', 'hv', 'a', 'shortage', 'of', '', 'ltgt', 'lacsthere', 'is', 'no', 'source', 'to', 'arng', 'dis', 'amt', 'ltgt', 'lacsthats', 'my', 'prob']","['wnt', 'buy', 'bmw', 'car', 'urgentlyits', 'vry', 'urgentbut', 'hv', 'shortage', '', 'ltgt', 'lacsthere', 'source', 'arng', 'dis', 'amt', 'ltgt', 'lacsthats', 'prob']","['wnt', 'buy', 'bmw', 'car', 'urgentlyit', 'vry', 'urgentbut', 'hv', 'shortage', 'ltgt', 'lacsthere', 'source', 'arng', 'dis', 'amt', 'ltgt', 'lacsthat', 'prob']"
5106,ham,Ding me on ya break fassyole! Blacko from londn,ding me on ya break fassyole blacko from londn,"['ding', 'me', 'on', 'ya', 'break', 'fassyole', 'blacko', 'from', 'londn']","['ding', 'ya', 'break', 'fassyole', 'blacko', 'londn']","['de', 'ya', 'break', 'fassyole', 'blacko', 'londn']"
5107,ham,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,i really need 2 kiss u i miss u my baby from ur baby 4eva,"['i', 'really', 'need', '2', 'kiss', 'u', 'i', 'miss', 'u', 'my', 'baby', 'from', 'ur', 'baby', '4eva']","['need', '2', 'kiss', 'u', 'miss', 'u', 'baby', 'ur', 'baby', '4eva']","['need', '2', 'kiss', 'u', 'miss', 'u', 'baby', 'ur', 'baby']"
5108,ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",the sign of maturity is not when we start saying big things but actually it is when we start understanding small things have a nice evening bslvyl,"['the', 'sign', 'of', 'maturity', 'is', 'not', 'when', 'we', 'start', 'saying', 'big', 'things', 'but', 'actually', 'it', 'is', 'when', 'we', 'start', 'understanding', 'small', 'things', 'have', 'a', 'nice', 'evening', 'bslvyl']","['sign', 'maturity', 'start', 'saying', 'big', 'things', 'actually', 'start', 'understanding', 'small', 'things', 'nice', 'evening', 'bslvyl']","['sign', 'maturity', 'start', 'say', 'big', 'thing', 'actually', 'start', 'understanding', 'small', 'thing', 'nice', 'evening', 'bslvyl']"
5109,ham,Oh you got many responsibilities.,oh you got many responsibilities,"['oh', 'you', 'got', 'many', 'responsibilities']","['oh', 'got', 'responsibilities']","['oh', 'get', 'responsibility']"
5110,spam,You have 1 new message. Please call 08715205273,you have 1 new message please call 08715205273,"['you', 'have', '1', 'new', 'message', 'please', 'call', '08715205273']","['1', 'new', 'message', '08715205273']","['1', 'new', 'message', '08715205273']"
5111,ham,I've reached sch already...,ive reached sch already,"['ive', 'reached', 'sch', 'already']","['ive', 'reached', 'sch']","['I', 've', 'reach', 'sch']"
5112,spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,december only had your mobile 11mths you are entitled to update to the latest colour camera mobile for free call the mobile update vco free on 08002986906 ,"['december', 'only', 'had', 'your', 'mobile', '11mths', 'you', 'are', 'entitled', 'to', 'update', 'to', 'the', 'latest', 'colour', 'camera', 'mobile', 'for', 'free', 'call', 'the', 'mobile', 'update', 'vco', 'free', 'on', '08002986906', '']","['december', 'mobile', '11mths', 'entitled', 'update', 'latest', 'colour', 'camera', 'mobile', 'free', 'mobile', 'update', 'vco', 'free', '08002986906', '']","['december', 'mobile', 'entitle', 'update', 'late', 'colour', 'camera', 'mobile', 'free', 'mobile', 'update', 'vco', 'free', '08002986906']"
5113,ham,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,u definitely need a module from e humanities dis sem izzit u wan 2 take other modules 1st,"['u', 'definitely', 'need', 'a', 'module', 'from', 'e', 'humanities', 'dis', 'sem', 'izzit', 'u', 'wan', '2', 'take', 'other', 'modules', '1st']","['u', 'definitely', 'need', 'module', 'e', 'humanities', 'dis', 'sem', 'izzit', 'u', 'wan', '2', 'modules', '1st']","['u', 'definitely', 'need', 'module', 'e', 'humanity', 'dis', 'sem', 'izzit', 'u', 'wan', '2', 'module']"
5114,ham,Argh why the fuck is nobody in town ;_;,argh why the fuck is nobody in town ,"['argh', 'why', 'the', 'fuck', 'is', 'nobody', 'in', 'town', '']","['argh', 'fuck', 'town', '']","['argh', 'fuck', 'town']"
5115,spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",get 3 lions england tone reply lionm 4 mono or lionp 4 poly 4 more go 2 wwwringtonescouk the original n best tones 3gbp network operator rates apply,"['get', '3', 'lions', 'england', 'tone', 'reply', 'lionm', '4', 'mono', 'or', 'lionp', '4', 'poly', '4', 'more', 'go', '2', 'wwwringtonescouk', 'the', 'original', 'n', 'best', 'tones', '3gbp', 'network', 'operator', 'rates', 'apply']","['3', 'lions', 'england', 'tone', 'reply', 'lionm', '4', 'mono', 'lionp', '4', 'poly', '4', '2', 'wwwringtonescouk', 'original', 'n', 'best', 'tones', '3gbp', 'network', 'operator', 'rates', 'apply']","['3', 'lion', 'england', 'tone', 'reply', 'lionm', '4', 'mono', 'lionp', '4', 'poly', '4', '2', 'wwwringtonescouk', 'original', 'n', 'good', 'tone', 'network', 'operator', 'rate', 'apply']"
5116,ham,Thanks. Fills me with complete calm and reassurance! ,thanks fills me with complete calm and reassurance ,"['thanks', 'fills', 'me', 'with', 'complete', 'calm', 'and', 'reassurance', '']","['thanks', 'fills', 'complete', 'calm', 'reassurance', '']","['thank', 'fill', 'complete', 'calm', 'reassurance']"
5117,ham,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,aslamalaikkuminsha allah tohar beeen muht albi mufti mahfuuzmeaning same here,"['aslamalaikkuminsha', 'allah', 'tohar', 'beeen', 'muht', 'albi', 'mufti', 'mahfuuzmeaning', 'same', 'here']","['aslamalaikkuminsha', 'allah', 'tohar', 'beeen', 'muht', 'albi', 'mufti', 'mahfuuzmeaning']","['aslamalaikkuminsha', 'allah', 'tohar', 'beeen', 'muht', 'albi', 'mufti', 'mahfuuzmeane']"
5118,ham,Are you driving or training?,are you driving or training,"['are', 'you', 'driving', 'or', 'training']","['driving', 'training']","['drive', 'training']"
5119,ham,Lol for real. She told my dad I have cancer,lol for real she told my dad i have cancer,"['lol', 'for', 'real', 'she', 'told', 'my', 'dad', 'i', 'have', 'cancer']","['lol', 'real', 'told', 'dad', 'cancer']","['lol', 'real', 'tell', 'dad', 'cancer']"
5120,spam,PRIVATE! Your 2003 Account Statement for 078,private your 2003 account statement for 078,"['private', 'your', '2003', 'account', 'statement', 'for', '078']","['private', '2003', 'account', 'statement', '078']","['private', '2003', 'account', 'statement', '078']"
5121,ham,"Oops I did have it,  &lt;#&gt; ?",oops i did have it  ltgt ,"['oops', 'i', 'did', 'have', 'it', '', 'ltgt', '']","['oops', '', 'ltgt', '']","['oop', 'ltgt']"
5122,ham,NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?,not enufcredeit tocallshall ileave uni at 6 get a bus to yor house,"['not', 'enufcredeit', 'tocallshall', 'ileave', 'uni', 'at', '6', 'get', 'a', 'bus', 'to', 'yor', 'house']","['enufcredeit', 'tocallshall', 'ileave', 'uni', '6', 'bus', 'yor', 'house']","['enufcredeit', 'tocallshall', 'ileave', 'uni', '6', 'bus', 'yor', 'house']"
5123,ham,"Hi Chikku, send some nice msgs",hi chikku send some nice msgs,"['hi', 'chikku', 'send', 'some', 'nice', 'msgs']","['hi', 'chikku', 'send', 'nice', 'msgs']","['hi', 'chikku', 'send', 'nice', 'msg']"
5124,ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",he is impossible to argue with and he always treats me like his sub like he never released me  which he did and i will remind him of that if necessary,"['he', 'is', 'impossible', 'to', 'argue', 'with', 'and', 'he', 'always', 'treats', 'me', 'like', 'his', 'sub', 'like', 'he', 'never', 'released', 'me', '', 'which', 'he', 'did', 'and', 'i', 'will', 'remind', 'him', 'of', 'that', 'if', 'necessary']","['impossible', 'argue', 'treats', 'like', 'sub', 'like', 'released', '', 'remind', 'necessary']","['impossible', 'argue', 'treat', 'like', 'sub', 'like', 'release', 'remind', 'necessary']"
5125,ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",after my work ah den 6 plus lor u workin oso rite den go orchard lor no other place to go liao,"['after', 'my', 'work', 'ah', 'den', '6', 'plus', 'lor', 'u', 'workin', 'oso', 'rite', 'den', 'go', 'orchard', 'lor', 'no', 'other', 'place', 'to', 'go', 'liao']","['work', 'ah', 'den', '6', 'plus', 'lor', 'u', 'workin', 'oso', 'rite', 'den', 'orchard', 'lor', 'place', 'liao']","['work', 'ah', 'den', '6', 'plus', 'lor', 'u', 'workin', 'oso', 'rite', 'den', 'orchard', 'lor', 'place', 'liao']"
5126,ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",to the wonderful okors have a great month we cherish you guys and wish you well each day mojibiola,"['to', 'the', 'wonderful', 'okors', 'have', 'a', 'great', 'month', 'we', 'cherish', 'you', 'guys', 'and', 'wish', 'you', 'well', 'each', 'day', 'mojibiola']","['wonderful', 'okors', 'great', 'month', 'cherish', 'guys', 'wish', 'day', 'mojibiola']","['wonderful', 'okor', 'great', 'month', 'cherish', 'guy', 'wish', 'day', 'mojibiola']"
5127,ham,Cuz ibored. And don wanna study,cuz ibored and don wanna study,"['cuz', 'ibored', 'and', 'don', 'wanna', 'study']","['cuz', 'ibored', 'don', 'wanna', 'study']","['ibored', 'don', 'wanna', 'study']"
5128,ham,Wot about on wed nite I am 3 then but only til 9!,wot about on wed nite i am 3 then but only til 9,"['wot', 'about', 'on', 'wed', 'nite', 'i', 'am', '3', 'then', 'but', 'only', 'til', '9']","['wot', 'wed', 'nite', '3', 'til', '9']","['wot', 'we', 'd', 'nite', '3', 'til', '9']"
5129,ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",rose for redred for bloodblood for heartheart for u but u for me send tis to all ur friends including me if u like me if u get back 1u r poor in relation 2u need some 1 to support 3u r frnd 2 many 4some1 luvs u 5 some1 is praying god to marry u try it,"['rose', 'for', 'redred', 'for', 'bloodblood', 'for', 'heartheart', 'for', 'u', 'but', 'u', 'for', 'me', 'send', 'tis', 'to', 'all', 'ur', 'friends', 'including', 'me', 'if', 'u', 'like', 'me', 'if', 'u', 'get', 'back', '1u', 'r', 'poor', 'in', 'relation', '2u', 'need', 'some', '1', 'to', 'support', '3u', 'r', 'frnd', '2', 'many', '4some1', 'luvs', 'u', '5', 'some1', 'is', 'praying', 'god', 'to', 'marry', 'u', 'try', 'it']","['rose', 'redred', 'bloodblood', 'heartheart', 'u', 'u', 'send', 'tis', 'ur', 'friends', 'including', 'u', 'like', 'u', '1u', 'r', 'poor', 'relation', '2u', 'need', '1', 'support', '3u', 'r', 'frnd', '2', '4some1', 'luvs', 'u', '5', 'some1', 'praying', 'god', 'marry', 'u', 'try']","['rise', 'redred', 'bloodblood', 'heartheart', 'u', 'u', 'send', 'tis', 'ur', 'friend', 'include', 'u', 'like', 'u', 'r', 'poor', 'relation', 'need', '1', 'support', 'r', 'frnd', '2', 'luvs', 'u', '5', 'pray', 'god', 'marry', 'u', 'try']"
5130,ham,Any way where are you and what doing.,any way where are you and what doing,"['any', 'way', 'where', 'are', 'you', 'and', 'what', 'doing']",['way'],['way']
5131,ham,That sucks. I'll go over so u can do my hair. You'll do it free right?,that sucks ill go over so u can do my hair youll do it free right,"['that', 'sucks', 'ill', 'go', 'over', 'so', 'u', 'can', 'do', 'my', 'hair', 'youll', 'do', 'it', 'free', 'right']","['sucks', 'ill', 'u', 'hair', 'youll', 'free', 'right']","['suck', 'ill', 'u', 'hair', 'you', 'll', 'free', 'right']"
5132,ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,its still not working and this time i also tried adding zeros that was the savings the checking is  ltgt ,"['its', 'still', 'not', 'working', 'and', 'this', 'time', 'i', 'also', 'tried', 'adding', 'zeros', 'that', 'was', 'the', 'savings', 'the', 'checking', 'is', '', 'ltgt', '']","['working', 'time', 'tried', 'adding', 'zeros', 'savings', 'checking', '', 'ltgt', '']","['work', 'time', 'try', 'add', 'zero', 'saving', 'checking', 'ltgt']"
